id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
1211329,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.2,0.5578978401,5,1,1,0,0,1,1,1,1,1,10,2,0.316227766,0.7072528625,0.3193743885,3.4641016151,0.3,0.4,0.3,3,1,8,2,10,1,9,7,1,1,9,0,1,1,0,1,0
833494,0,5,1,6,1,4,0,1,0,0,0,0,0,0,0,13,0,0,0,0.3,0.0,0.5425633604,11,1,1,1,0,3,1,0,2,1,45,3,0.4,0.8882846315999999,0.3096772513,3.7416573868,0.8,0.3,0.6,3,2,7,1,10,4,10,4,0,1,5,0,0,1,0,0,1
236712,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,1.1,1.2116620816,1,1,-1,0,-1,0,0,1,2,1,23,3,0.4,0.9006540323000001,0.3974921382999999,3.4641016151,0.3,0.1,0.1,3,2,8,4,7,1,9,11,0,3,13,0,0,1,0,0,0
1460595,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.6,0.0,0.6020797289,6,1,-1,0,0,14,1,1,0,1,82,3,0.316227766,0.6427600609,0.3685105154999999,3.0,0.2,0.8,0.1,2,1,8,3,12,1,7,7,3,3,9,0,0,0,0,0,0
1321638,0,2,1,7,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.3,0.6,11,1,-1,0,-1,14,1,1,2,1,42,2,0.4,0.7102263636,0.3937003937,3.0,0.0,0.7,0.0,2,4,8,3,10,1,9,4,1,4,9,0,1,1,0,0,0
1317458,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0.5,0.2,-1.0,10,0,-1,0,1,1,1,1,0,1,104,2,0.4358898944,0.8327739169,0.4141255847999999,3.0,0.1,0.6,0.3,3,2,8,1,12,1,5,4,1,0,5,0,1,0,0,0,0
325752,0,1,1,5,0,4,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.4,0.8139410298,7,1,-1,0,-1,11,1,1,0,1,11,2,0.316227766,0.6927606768000001,0.3687817783,3.4641016151,0.2,0.5,0.2,4,0,8,3,11,3,4,6,0,0,10,0,1,1,0,0,0
155839,0,5,1,4,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.8,0.2,0.6133922073,8,1,-1,0,1,11,1,1,0,1,36,2,0.3741657387,0.8544445056000001,0.3793415348,3.6055512755,0.4,0.8,0.7,1,1,6,1,8,2,12,6,2,1,8,0,1,1,0,1,1
271345,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.2,0.7822243924,10,1,-1,0,-1,0,1,1,2,1,32,3,0.3160696126,0.5086239742,0.3674234614,1.0,0.8,0.4,0.8,2,1,9,4,9,4,8,6,1,3,6,1,1,0,0,1,0
1024800,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.4235268586999999,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7014006059000001,0.3615245497,3.3166247904,0.6,0.8,0.9,2,1,9,4,11,1,9,9,2,2,4,0,1,1,1,1,0
40932,0,4,1,8,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.4,0.0,0.9871043511,11,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.7286145292,0.3814446225,3.1622776602,0.7,0.8,0.5,2,3,4,6,10,1,10,9,0,0,9,1,1,1,0,1,1
46091,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.6,0.2,0.6289872813,9,1,1,0,0,0,1,0,2,1,87,1,0.316227766,0.7617943151000001,0.2944486373,3.6055512755,0.9,0.6,0.1,4,2,6,2,10,2,6,3,0,2,8,0,0,0,0,0,0
399815,0,2,1,9,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.8,0.8,1.2126932836,11,0,0,0,1,10,1,1,2,1,83,2,0.4242640687,0.9055727378,0.3420526275,2.8284271247,0.0,0.4,0.7,2,1,7,2,10,5,9,5,0,1,6,0,1,1,1,0,1
187484,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.5739120142,7,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.6752410038,0.3861346914999999,2.8284271247,0.1,0.6,0.8,1,4,9,1,11,3,8,6,2,3,5,0,1,0,0,0,0
96180,0,3,2,3,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.9,1.0,1.3423393759,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7829431652,0.3615245497,3.6055512755,0.7,0.3,0.0,3,2,9,4,10,5,10,6,0,3,8,0,1,0,0,1,0
888373,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,1.0,1.545153714,11,1,-1,0,-1,7,1,1,2,1,104,3,0.4,0.9227832495,0.4154515615999999,3.4641016151,0.1,0.9,0.2,2,1,6,4,8,4,9,7,1,5,5,0,1,1,0,0,0
1359941,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0.595294045,4,1,-1,8,0,14,1,1,0,1,18,2,0.5,1.1380260567,0.5656854249000001,3.6055512755,0.8,0.4,0.8,2,1,8,3,12,2,11,10,2,2,8,0,0,0,0,0,0
908671,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.7,0.4,0.7004462862999999,6,1,-1,0,1,11,1,1,0,1,57,2,0.3997499218,0.5731239607,0.3761648575,1.0,0.3,0.6,0.6,2,4,9,0,7,3,6,6,1,4,6,0,1,0,0,1,0
88610,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0.7,0.7,1.1014195386,10,0,-1,0,-1,6,1,1,2,1,27,3,0.4,0.7709873459000001,0.3907684736999999,3.1622776602,0.9,0.1,0.8,3,2,6,5,9,1,11,8,0,5,8,0,1,0,0,1,0
1049265,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.3,0.5326818938,11,1,-1,0,-1,4,0,1,2,1,84,3,0.316227766,0.7079536334000001,0.3667424164,3.1622776602,0.4,0.9,0.2,0,4,9,4,11,2,6,4,1,0,8,0,1,0,0,1,0
512864,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1.0,8,1,-1,0,0,14,1,1,0,1,49,2,0.4,0.8071222218,-1.0,3.7416573868,0.2,0.1,0.5,3,3,8,3,8,2,6,7,3,4,6,0,1,1,0,1,0
307418,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.5,0.9562295749,10,1,-1,0,1,9,1,0,0,1,21,2,0.316227766,0.8678457226999999,0.3768288736,3.7416573868,0.4,0.3,0.8,1,1,9,0,9,2,16,4,1,2,7,0,0,0,0,0,0
1476308,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,1.4,1.2631805097,7,0,1,8,0,9,1,1,2,1,13,3,0.4472135954999999,1.0808054848,0.3991240409,3.4641016151,0.3,0.7,0.5,3,1,9,2,6,6,10,7,1,1,11,0,1,1,1,0,1
709797,0,5,1,11,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0.7,0.4,0.3832427429,11,1,-1,0,-1,14,1,1,2,1,82,3,0.3160696126,0.4783321575,0.3774917218,1.4142135624,0.7,0.3,0.5,3,3,7,4,11,1,10,5,2,1,10,0,1,1,1,0,0
1221276,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.7,0.3,0.66473679,7,1,-1,0,-1,11,1,1,2,1,99,2,0.3155946768,0.5343181335,0.3687817783,1.4142135624,0.0,0.3,0.4,3,2,8,5,11,0,10,9,1,3,8,0,1,1,0,0,0
1241385,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.2,0.1,-1.0,7,1,-1,0,-1,1,1,0,2,1,38,3,0.316227766,0.8411179101999999,0.3598610843,3.6055512755,0.5,0.9,0.6,3,4,6,2,10,3,6,3,1,2,8,0,1,1,1,0,0
610911,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0.9,0.6,1.3626720075,11,0,1,0,0,4,1,1,1,1,12,3,0.4,0.8615764909,0.3248076354,3.4641016151,0.1,0.2,0.5,3,3,10,6,9,3,10,4,1,5,12,0,1,0,1,1,0
1158695,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.7,0.2,0.397649343,7,1,1,0,0,0,1,1,2,1,87,3,0.316227766,0.7368404741,0.2944486373,3.4641016151,0.1,0.5,0.9,4,1,8,6,11,4,4,3,4,3,2,0,1,0,0,0,0
1394020,0,3,1,5,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.6814506585,7,1,-1,0,-1,11,1,1,1,1,7,3,0.3741657387,0.7676302485,0.4129164564,3.0,0.0,0.7,0.2,3,2,7,3,12,1,12,9,0,4,8,0,1,1,0,1,0
536898,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.6,1.9632562237,9,0,0,1,1,0,1,1,2,1,104,3,0.4472135954999999,1.1025608808,0.3896151947999999,3.0,0.1,0.1,0.5,3,5,7,5,9,5,7,2,2,4,10,0,0,0,0,0,0
1160458,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.0,0.5667892024,11,1,-1,0,-1,0,1,1,2,1,32,1,0.316227766,0.6672690116,0.3615245497,3.4641016151,0.9,0.9,0.7,5,0,7,3,8,4,10,3,2,1,9,0,1,0,1,1,1
80161,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.3,0.0,0.4924428901,7,0,-1,0,-1,14,1,1,2,1,68,3,0.4472135954999999,0.8592592428,0.4272001873,3.0,0.4,0.9,0.2,1,2,8,1,12,0,8,9,2,3,13,0,0,1,0,1,1
203961,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0.0,0.7566372975,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.7099644968000001,0.3583294573,3.6055512755,0.5,0.5,0.8,2,1,6,4,11,2,7,4,0,1,8,1,1,1,0,1,0
627405,0,4,1,8,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,1.8,1.6093476938999998,11,0,1,0,0,6,1,1,2,1,104,3,0.4472135954999999,1.1247221879,0.3640054945,3.6055512755,0.9,0.0,0.8,2,3,9,2,11,4,8,8,0,3,8,0,0,1,0,0,0
334758,0,6,1,4,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.5,0.2,0.5267826876,4,0,-1,0,1,11,0,1,0,1,7,3,0.4242640687,0.8186236181000001,0.4129164564,3.1622776602,0.5,0.4,0.6,1,1,6,3,11,3,14,4,2,4,6,0,1,0,1,0,1
302850,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0.8,0.9,0.9788385975,11,1,1,0,0,1,1,0,2,1,25,3,0.4,0.894219268,-1.0,3.6055512755,0.4,0.0,0.7,2,2,7,4,11,4,7,7,1,5,7,0,0,0,1,0,0
449526,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.5,0.6,1.0928746497,7,1,-1,0,-1,1,1,1,2,1,104,3,0.4242640687,1.04144488,0.43829214,3.6055512755,0.9,0.0,0.9,3,3,8,3,8,1,8,6,1,1,4,0,0,0,0,1,0
1330192,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,1.6,1.4175242502,11,1,1,0,0,0,1,0,2,1,22,3,0.316227766,0.8656441971,0.310322413,3.7416573868,0.4,0.5,0.4,4,1,9,3,9,2,7,6,2,6,7,0,1,0,0,0,0
1389299,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.768927825,7,1,-1,0,-1,11,1,1,2,1,103,1,0.316227766,0.5794518640999999,0.3583294573,2.8284271247,0.7,0.8,0.5,5,2,9,4,10,1,7,5,2,3,5,1,0,1,1,0,0
233433,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.8,0.2,0.4905354218,7,1,-1,0,-1,11,1,1,2,1,11,2,0.316227766,0.6874494722,0.3687817783,3.3166247904,0.0,0.6,0.2,1,2,9,1,12,3,12,4,1,2,11,0,0,1,0,0,0
727041,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.3,1.2326293036,7,1,-1,0,-1,1,1,1,2,1,51,2,0.3741657387,0.829243407,0.4017461885,3.6055512755,0.7,0.0,0.1,3,2,6,5,9,3,9,7,0,4,6,0,1,0,0,0,0
797319,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.5968668193,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.539206641,0.3307567082,2.0,0.6,0.3,0.7,2,2,7,4,9,3,12,4,3,3,11,1,0,0,1,1,0
931427,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.3,0.2,-1.0,7,1,1,0,0,1,1,1,0,1,65,3,0.316227766,0.6444294036,0.2880972058,3.4641016151,0.3,0.3,0.3,1,2,6,2,9,4,7,9,2,2,5,0,1,1,0,0,0
589329,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,1.2,1.1494563933,9,0,-1,1,-1,14,0,0,2,1,104,2,0.4,1.0834045855,0.4006245125,3.7416573868,0.0,0.3,0.4,3,0,8,2,10,3,10,2,0,1,11,0,1,0,0,1,0
607302,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.6,0.3,0.6964194139,11,1,1,1,0,0,1,0,2,1,104,3,0.3741657387,1.3015486643,0.3489985672999999,3.7416573868,0.7,0.1,0.8,3,2,6,5,10,1,8,5,1,2,7,0,1,1,0,0,0
1042446,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.9,1.4,1.4044571905,11,0,-1,0,-1,10,1,1,1,1,83,2,0.4242640687,1.0480205663,0.4009987531,3.3166247904,0.2,0.9,0.8,3,3,8,3,9,3,8,5,2,4,9,0,0,0,1,0,0
296782,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.5,0.6020797289,11,1,-1,0,-1,11,1,1,2,1,36,3,0.3741657387,0.8414003479000001,0.3793415348,3.6055512755,0.2,0.9,0.5,2,2,7,3,10,2,8,6,3,4,6,1,1,1,0,0,1
1349036,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.6,1.047616342,10,0,-1,0,1,10,1,1,0,1,83,2,0.4242640687,1.0371209354000002,0.4009987531,3.3166247904,0.2,0.3,0.7,3,3,6,1,7,4,6,4,1,4,11,0,1,1,0,1,1
1386064,0,1,1,7,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0.7,0.1,0.5477225575,7,0,-1,0,-1,10,1,1,0,1,83,2,0.4242640687,0.9460553161,0.4185689907,3.0,0.7,0.8,0.9,4,1,8,2,9,4,15,3,0,3,8,0,0,0,1,1,0
1329386,0,7,2,5,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1.3,1.7255433927,10,0,-1,0,1,11,1,1,0,1,7,3,0.4242640687,0.8174870787999999,0.4129164564,3.3166247904,0.4,0.6,0.3,2,1,7,4,6,1,5,3,1,7,5,0,1,1,0,0,0
1320638,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.4,0.0,0.8415016340000001,11,1,-1,0,-1,11,1,1,2,1,101,3,0.3741657387,0.798151273,0.3850973903,3.3166247904,0.7,0.2,0.5,2,2,7,1,11,2,10,3,2,2,9,0,1,0,0,0,0
1482805,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.3,0.6304760106,6,1,-1,0,0,4,1,1,0,1,48,1,0.3160696126,0.528427419,0.3794733192,2.0,0.3,0.5,0.2,3,3,4,2,8,5,9,4,1,4,7,1,0,0,0,1,0
477823,0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.9,0.2,0.634921255,7,1,1,8,0,6,0,1,1,1,104,2,0.4795831523,1.118994531,0.4582575695,3.1622776602,0.2,0.2,0.1,1,2,7,2,10,4,8,8,2,6,5,0,1,0,0,1,0
1141765,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.3,0.675,7,1,0,0,0,11,1,1,2,1,7,3,0.4235563717,0.6308036328,0.3542597917,1.7320508076,0.4,0.6,0.9,3,1,6,2,9,3,6,4,0,1,10,0,1,0,1,0,0
167185,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.3,0.0,-1.0,7,1,-1,0,-1,1,1,1,3,1,64,1,0.3160696126,0.5419394312,0.3640054945,2.2360679775,0.2,0.0,0.8,4,2,7,0,9,0,11,7,7,1,11,0,1,1,0,0,0
1009606,0,0,3,5,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0.9,0.4,0.7553972465000001,11,1,1,0,0,15,1,0,2,1,63,2,0.3872983346,0.9312082261,0.3193743885,3.6055512755,0.8,0.2,0.0,2,3,4,3,9,1,8,5,1,1,4,0,1,1,0,1,0
953312,0,5,2,2,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.3,0.0,1.6735067971000002,11,1,0,2,1,11,1,1,2,1,94,0,0.3741657387,0.7873351854,0.3304542328,3.6055512755,0.2,0.1,0.4,2,1,9,3,11,3,8,6,0,6,5,0,1,0,0,0,0
1067162,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.9,0.3,0.6736096793,7,1,1,0,0,11,1,1,2,1,103,3,0.316227766,0.5555876942,0.2887905816,2.2360679775,0.2,0.0,0.3,3,0,8,4,6,1,9,3,5,1,9,0,0,1,0,1,0
940748,0,2,1,7,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.7,0.5,1.3105342422,9,1,-1,0,-1,1,0,1,2,1,80,3,0.316227766,0.7374290833,-1.0,3.6055512755,0.2,0.8,0.8,3,2,6,2,12,2,5,5,1,3,3,0,1,0,0,0,0
1426484,0,4,2,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.5,1.0043654713,11,1,0,0,0,1,1,0,2,1,25,3,0.3741657387,0.8615405191,-1.0,3.6055512755,0.1,0.0,0.5,2,2,7,2,11,1,3,4,0,4,11,0,1,0,0,1,1
476881,0,5,1,9,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.5,0.8933784193000001,11,1,1,0,0,4,1,0,2,1,84,3,0.316227766,0.8386456023000001,0.3201562119,3.7416573868,0.8,0.8,0.8,2,2,8,4,9,2,6,7,1,2,12,0,1,1,0,0,1
969902,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0.8,1.3,1.3536986371000002,6,1,-1,0,0,14,1,0,0,1,8,2,0.3872983346,0.9695125298,-1.0,3.7416573868,0.5,0.8,0.7,4,1,6,2,9,3,7,6,1,5,4,0,1,1,0,1,0
1059606,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.6,0.2,-1.0,7,1,-1,0,-1,6,1,1,2,1,27,3,0.3741657387,0.6889625690000001,0.3907684736999999,3.0,0.6,0.8,0.5,2,1,6,1,9,4,12,4,1,1,5,0,1,1,1,1,0
144067,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.2,0.7619875327,11,1,-1,0,-1,6,1,1,2,1,104,3,0.4,0.5942040999,0.4024922359,2.2360679775,0.1,0.7,0.2,3,2,8,7,11,3,9,7,1,0,8,0,0,1,0,0,1
426909,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,1.3,1.5384651442,9,0,0,1,0,9,0,1,1,1,61,3,0.4472135954999999,0.9834057031,0.3819685851,3.3166247904,0.8,0.8,0.6,2,0,7,4,9,4,11,8,1,0,2,0,0,0,0,1,1
691158,0,2,1,10,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.6,0.4,0.8200609732999999,7,1,1,0,1,11,1,1,2,1,67,2,0.3741657387,0.7031217286,0.3008321791,3.3166247904,0.3,0.1,0.9,2,1,7,5,10,2,12,7,1,5,4,1,1,0,1,1,0
401819,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0.3,0.2,-1.0,6,1,-1,0,1,1,1,0,0,1,65,3,0.316227766,0.6706817797,0.3507135583,3.6055512755,0.6,0.0,0.3,4,2,8,6,10,2,11,2,1,1,9,0,1,0,0,0,0
1434225,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.2,0.6964194139,6,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.7357039693999999,0.3666060556,3.4641016151,0.7,0.6,0.1,1,0,8,4,11,2,9,3,2,2,11,0,1,0,0,0,0
787616,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.0,-1.0,7,1,0,0,1,0,1,1,2,1,32,1,0.316227766,0.5965811688,0.2944486373,2.8284271247,0.4,0.9,0.0,2,1,6,3,10,4,5,9,2,0,7,0,1,1,0,0,0
408669,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.9829801626,6,1,-1,1,0,3,1,0,0,1,104,2,0.4472135954999999,1.0303253117,0.4291852747,3.7416573868,0.7,0.4,0.0,2,3,8,1,10,2,5,4,2,7,11,0,0,0,0,0,0
841509,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.1,0.2,-1.0,6,1,-1,0,0,0,1,1,0,1,87,2,0.316227766,0.7492282531000001,0.3615245497,3.6055512755,0.3,0.5,0.5,1,2,7,0,10,3,8,2,0,3,10,1,1,0,0,0,1
1117553,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.7,1.1382552438,11,1,-1,0,-1,4,1,1,2,1,104,2,0.3160696126,0.6098706,0.3788139385,2.4494897428,0.9,0.4,0.3,1,2,5,4,9,5,4,9,3,2,7,0,1,0,0,0,0
866476,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.7553972465000001,7,1,-1,0,-1,11,1,1,0,1,101,3,0.3741657387,0.8251971966,0.3850973903,3.4641016151,0.4,0.1,0.5,4,2,9,5,9,3,8,4,3,5,7,0,1,1,1,0,0
538956,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.9,0.1,0.5068283733,7,1,-1,2,-1,11,1,1,2,1,14,0,0.3741657387,0.7022793468,0.4302324953,3.0,0.1,0.8,0.4,2,2,8,3,9,1,8,5,3,3,12,0,1,1,0,1,1
1245030,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.7,0.3,0.45,11,1,-1,0,-1,11,1,1,2,1,44,3,0.4472135954999999,0.8232921215000001,0.4062019202,3.3166247904,0.5,0.7,0.0,2,2,6,3,9,1,11,4,1,2,8,0,1,1,0,1,1
1274350,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.7,0.4,0.5092887197,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6489661199,0.3583294573,3.1622776602,0.1,0.3,0.4,3,2,7,0,9,1,15,11,2,2,7,0,1,1,1,1,0
591974,0,5,3,4,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.1,0.3,-1.0,5,0,-1,1,-1,0,0,1,2,1,75,2,0.4472135954999999,1.0793516572,0.4440720661999999,3.3166247904,0.9,0.1,0.4,0,3,8,0,9,1,8,5,2,2,1,0,1,0,0,0,0
886979,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.1,0.1,-1.0,4,0,-1,0,0,10,1,1,0,1,83,2,0.4242640687,0.9252875363,0.4185689907,3.0,0.7,0.4,0.3,3,4,7,4,9,3,7,7,2,3,14,0,0,1,0,0,0
97243,0,1,2,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.9,0.5,0.8503675676000001,6,1,-1,0,0,1,1,1,0,1,31,3,0.3741657387,0.7434563018000001,0.3854867053,3.0,0.9,0.6,0.7,1,0,9,2,9,2,8,5,2,4,11,0,1,0,1,1,0
57859,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,1,1,1,2,1,25,3,0.3741657387,0.7968429442,-1.0,3.6055512755,0.2,0.9,0.1,4,0,9,4,8,2,9,3,1,3,8,0,0,0,1,0,0
400666,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,0.7,1.3455946641,10,1,-1,0,1,1,0,1,0,1,85,3,0.3741657387,0.7907915273,0.3974921382999999,3.1622776602,0.8,0.6,0.8,2,2,8,7,10,1,6,5,1,6,4,0,0,1,0,0,0
729198,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.8,0.6,1.0755812381999998,11,1,1,0,0,6,1,0,0,1,33,3,0.3872983346,0.914642142,0.3286335345,3.7416573868,0.2,0.9,0.4,2,1,8,2,10,3,8,7,2,4,10,0,1,0,0,1,0
906819,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,1,1,1,0,1,64,3,0.316227766,0.7087703237999999,0.3701351105,3.3166247904,0.1,0.3,0.1,0,3,7,2,7,3,10,10,1,4,9,0,1,0,1,0,0
1303705,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,0.8,0.9852030248,11,1,-1,0,-1,14,1,1,3,1,82,3,0.3160696126,0.4813247903,0.3774917218,1.0,0.1,0.5,0.7,3,3,8,3,10,1,7,3,1,2,4,0,1,0,0,1,0
19634,0,2,1,8,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.6,0.0,0.6837397166,5,1,-1,6,-1,11,0,1,2,1,104,0,0.5291502621999999,0.8984030828,0.5105878964,2.4494897428,0.1,0.4,0.1,3,3,9,4,9,2,5,3,2,1,5,0,1,1,1,0,0
809767,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.5,0.7154544011,3,1,1,0,0,11,1,0,2,1,103,3,0.316227766,0.7633522198999999,0.2887905816,3.6055512755,0.6,0.8,0.1,1,2,8,3,9,1,8,8,2,3,4,0,1,1,0,0,0
